year,state,lei,institution_name,total_applications,total_originations,top_counties_served,orig_conventional,orig_fha,orig_va,orig_usda_other,orig_other_loan_type,orig_conventional_pct,orig_fha_pct,orig_va_pct,priority_market
2025,VT,549300LLESTPOVRG3X73,,13,7,50025:2; 50007:2; 50001:1; 50023:1; 50021:1,7,0,0,0,0,100.0,0.0,0.0,national
2025,VT,549300MHH03ICJYEPE85,,12,7,50027:3; 50007:1; 50021:1; 50003:1; 50023:1,0,7,0,0,0,0.0,100.0,0.0,national
2025,VT,549300VCMRO4ST680C11,,20,7,50011:1; 50021:1; 50023:1; 50015:1; 50025:1,0,1,6,0,0,0.0,14.29,85.71,national
2025,VT,CKVBED0S4DMLKJJ5XH28,,7,7,50025:3; 50023:2; 50027:1; 50003:1,7,0,0,0,0,100.0,0.0,0.0,national
2025,VT,JJKC32MCHWDI71265Z06,,9,7,50007:4; 50021:1; 50011:1; 50003:1,7,0,0,0,0,100.0,0.0,0.0,national
2025,VT,254900E6AIE4Z8YQM970,,15,6,50025:2; 50027:2; 50021:1; 50007:1,6,0,0,0,0,100.0,0.0,0.0,national
2025,VT,254900HA4DQWAE0W3342,,9,6,50027:2; 50017:1; 50007:1; 50003:1; 50011:1,0,6,0,0,0,0.0,100.0,0.0,national
2025,VT,549300370QILXLFUWD20,,12,6,50021:2; 50003:1; 50023:1; 50015:1; 50027:1,6,0,0,0,0,100.0,0.0,0.0,national
2025,VT,549300C8GOC4OYUV0Z32,,10,6,50027:3; 50023:1; 50007:1; 50001:1,6,0,0,0,0,100.0,0.0,0.0,national
2025,VT,549300UXY7OP0IC38293,,10,6,50025:2; 50021:1; 50007:1; 50027:1; 50023:1,6,0,0,0,0,100.0,0.0,0.0,national
2025,VT,549300VORTI31GZTJL53,,9,6,50007:2; 50027:2; 50003:1; 50009:1,6,0,0,0,0,100.0,0.0,0.0,national
2025,VT,984500U2F9A83N391A91,,8,6,50011:2; 50003:1; 50007:1; 50015:1; 50021:1,6,0,0,0,0,100.0,0.0,0.0,national
2025,VT,ZXMJHJK466PBZTM5F379,,7,6,50007:3; 50015:1; 50013:1; 50027:1,6,0,0,0,0,100.0,0.0,0.0,national
2025,VT,4EP6JBYBTPTQ47LZOB67,,6,5,50027:2; 50015:2; 50007:1,5,0,0,0,0,100.0,0.0,0.0,national
2025,VT,54930001NSTOD85LT125,,7,5,50021:1; 50023:1; 50015:1; 50003:1; 50025:1,5,0,0,0,0,100.0,0.0,0.0,national
2025,VT,5493000IIYWBLONJVJ30,,5,5,50007:3; 50005:1; 50025:1,5,0,0,0,0,100.0,0.0,0.0,national
2025,VT,549300GTVXJ2PGXNLM73,,10,5,50003:2; 50019:1; 50025:1; 50021:1,4,0,1,0,0,80.0,0.0,20.0,national
2025,VT,549300INFJ8TYNZ1G568,,7,5,50007:2; 50027:1; 50015:1; 50019:1,5,0,0,0,0,100.0,0.0,0.0,national
2025,VT,549300N38Q5YKSSV1106,,5,5,50027:2; 50025:1; 50019:1; 50021:1,5,0,0,0,0,100.0,0.0,0.0,national
2025,VT,549300PQLK8E48ILXV41,,6,5,50011:2; 50015:1; 50007:1; 50005:1,5,0,0,0,0,100.0,0.0,0.0,national
2025,VT,549300RA3E0BUFO7YZ21,,14,5,50011:2; 50025:1; 50007:1; 50003:1,5,0,0,0,0,100.0,0.0,0.0,national
2025,VT,549300RFLICNI75BG067,,6,5,50009:1; 50007:1; 50023:1; 50021:1; 50025:1,5,0,0,0,0,100.0,0.0,0.0,national
2025,VT,549300XWUSRVVOHPRY47,,9,5,50021:2; 50011:2; 50025:1,3,2,0,0,0,60.0,40.0,0.0,national
2025,VT,549300Y5Y88FQLI7VE83,,13,5,50025:2; 50007:1; 50023:1; 50011:1,5,0,0,0,0,100.0,0.0,0.0,national
2025,VT,549300YW2UBCMDRMBT48,,8,5,50017:2; 50025:1; 50027:1; 50021:1,3,2,0,0,0,60.0,40.0,0.0,national
2025,VT,593C3GZG957YOJPS2Z63,,8,5,50027:2; 50023:1; 50021:1; 50025:1,5,0,0,0,0,100.0,0.0,0.0,national
2025,VT,PAOOWF3GUFM46FBSP561,,16,5,50007:2; 50021:1; 50011:1; 50023:1,5,0,0,0,0,100.0,0.0,0.0,national
2025,VT,Q708HHR4LD2B7XIZNO92,,10,5,50023:1; 50007:1; 50011:1; 50025:1; 50005:1,4,0,1,0,0,80.0,0.0,20.0,national
2025,VT,254900DRSIZBQXDCJ875,,4,4,50021:2; 50007:2,4,0,0,0,0,100.0,0.0,0.0,national
2025,VT,254900ZFWS2106HWPH46,,7,4,50007:2; 50011:1; 50001:1,2,1,1,0,0,50.0,25.0,25.0,national
2025,VT,3Y4U8VZURTYWI1W2K376,,7,4,50007:2; 50019:1; 50025:1,4,0,0,0,0,100.0,0.0,0.0,national
2025,VT,5493001XKL0FTNOJ0866,,7,4,50003:2; 50027:1; 50025:1,4,0,0,0,0,100.0,0.0,0.0,national
2025,VT,5493003B2LEGQHDWRN55,,8,4,50007:1; 50027:1; 50021:1; 50009:1,4,0,0,0,0,100.0,0.0,0.0,national
2025,VT,5493007H0KZ81N1H6352,,7,4,50027:2; 50003:1; 50009:1,4,0,0,0,0,100.0,0.0,0.0,national
2025,VT,549300FX7K8PTEQUU487,,21,4,50007:2; 50015:1; 50023:1,2,0,2,0,0,50.0,0.0,50.0,national
2025,VT,549300GRGZDEH4ZGQS06,,5,4,50027:2; 50011:1; 50017:1,4,0,0,0,0,100.0,0.0,0.0,national
2025,VT,549300KIOYNU323LVJ37,,4,4,50007:1; 50025:1; 50003:1; 50027:1,3,1,0,0,0,75.0,25.0,0.0,national
2025,VT,2549004Z576VEJBK3N72,,3,3,50003:1; 50027:1; 50007:1,3,0,0,0,0,100.0,0.0,0.0,national
2025,VT,2549005SIVTHG14U2905,,10,3,50013:1; 50025:1; 50017:1,3,0,0,0,0,100.0,0.0,0.0,national
2025,VT,2549008X67CV1MNM7747,,5,3,50025:1; 50003:1; 50021:1,3,0,0,0,0,100.0,0.0,0.0,national
2025,VT,254900DTLHVWQ7NP7R34,,7,3,50019:1; 50015:1; 50003:1,3,0,0,0,0,100.0,0.0,0.0,national
2025,VT,254900EZRN0CBEP77K34,,4,3,50027:1; 50015:1; 50005:1,3,0,0,0,0,100.0,0.0,0.0,national
2025,VT,254900IRE136HFEI2562,,4,3,50027:1; 50023:1; 50007:1,3,0,0,0,0,100.0,0.0,0.0,national
2025,VT,54930048P8RWCQHQM310,,5,3,50021:1; 50011:1; 50027:1,3,0,0,0,0,100.0,0.0,0.0,national
2025,VT,54930078TNN7GKZ7NU89,,3,3,50001:1; 50021:1; 50023:1,2,0,1,0,0,66.67,0.0,33.33,national
2025,VT,5493008NWHQT1R22C024,,5,3,50003:1; 50025:1; 50027:1,3,0,0,0,0,100.0,0.0,0.0,national
2025,VT,549300EKFFG3BU8DNX74,,5,3,50007:3,3,0,0,0,0,100.0,0.0,0.0,national
2025,VT,549300GE8KIGZVQV1223,,3,3,50007:1; 50011:1; 50003:1,2,1,0,0,0,66.67,33.33,0.0,national
2025,VT,549300K6K2IS7FRS7S09,,3,3,50001:1; 50027:1; 50011:1,2,0,1,0,0,66.67,0.0,33.33,national
2025,VT,549300KV83NH6PNL5E48,,4,3,50005:1; 50025:1; 50013:1,3,0,0,0,0,100.0,0.0,0.0,national
2025,VT,549300MUTFJQGRZJH019,,3,3,50025:2; 50015:1,3,0,0,0,0,100.0,0.0,0.0,national
2025,VT,549300Q50XCC0473FG63,,9,3,50007:1; 50013:1; 50003:1,3,0,0,0,0,100.0,0.0,0.0,national
2025,VT,549300REENMLD2RN3W58,,5,3,50005:1; 50011:1; 50025:1,1,1,1,0,0,33.33,33.33,33.33,national
2025,VT,549300ZZME37MXI1EF14,,3,3,50017:2; 50007:1,0,3,0,0,0,0.0,100.0,0.0,national
2025,VT,IUGPUX5LWRZ3B6KIZ697,,4,3,50027:1; 50003:1; 50021:1,2,1,0,0,0,66.67,33.33,0.0,national
2025,VT,KI0VI4JRMCIJ329YTN75,,4,3,50025:2; 50027:1,3,0,0,0,0,100.0,0.0,0.0,national
2025,VT,1IE8VN30JCEQV1H4R804,,2,2,50025:2,2,0,0,0,0,100.0,0.0,0.0,national
2025,VT,254900378RFGMBEKAF12,,3,2,50023:2,2,0,0,0,0,100.0,0.0,0.0,national
2025,VT,254900VELJPWWT51WN03,,2,2,50025:1; 50027:1,2,0,0,0,0,100.0,0.0,0.0,national
2025,VT,254900XN7UWEWK13RO81,,2,2,50021:1; 50003:1,2,0,0,0,0,100.0,0.0,0.0,national
2025,VT,2WHM8VNJH63UN14OL754,,4,2,50007:2,2,0,0,0,0,100.0,0.0,0.0,national
2025,VT,5493001X0T84TYRJ5Y59,,2,2,50027:2,2,0,0,0,0,100.0,0.0,0.0,national
2025,VT,54930021WPEXNHYZUL09,,3,2,50023:1; 50019:1,0,0,2,0,0,0.0,0.0,100.0,national
2025,VT,5493002WVA17MT4UFH84,,3,2,50021:1; 50011:1,2,0,0,0,0,100.0,0.0,0.0,national
2025,VT,5493004RLLKTQS8K7U51,,3,2,50007:2,2,0,0,0,0,100.0,0.0,0.0,national
2025,VT,5493005PKOSG7MYX0B34,,5,2,50009:1; 50027:1,2,0,0,0,0,100.0,0.0,0.0,national
2025,VT,5493007CLWQN2S6IZK91,,4,2,50021:1; 50027:1,0,0,2,0,0,0.0,0.0,100.0,national
