lei,florida_originations,total_originations,gleif_name,priority_match,states_with_originations,review_status
549300LE3ZOZXUS7W648,59,91,,high,FL:59;TX:22;GA:4;CA:3;SC:2;TN:1,needs_manual_review
549300CY7WNAHKHYSJ73,58,3609,,high,TX:2279;NC:910;CA:261;TN:60;FL:58;GA:21;SC:13;PA:4,needs_manual_review
549300N3JBQ15RQ7AV97,58,760,,high,CA:603;FL:58;TX:45;NC:34;GA:12;PA:3;NJ:3;TN:2,needs_manual_review
549300O7SGM8FH65GQ47,58,66,,high,FL:58;CA:2;GA:2;SC:1;TX:1;TN:1;NJ:1,needs_manual_review
254900WQ6O9JA8WI5W89,58,58,,high,FL:58,needs_manual_review
549300DNWSJUNAWUM003,57,674,,high,NC:247;PA:92;SC:63;NY:60;FL:57;DC:34;CA:33;GA:23,needs_manual_review
549300YJ77JVC6X3BO61,57,276,,high,GA:213;FL:57;SC:5;NC:1,needs_manual_review
54930063XGNMIXS57091,56,6165,,high,PA:3973;NJ:2136;FL:56,needs_manual_review
54930095UWUUXAWASB02,56,1346,,high,NC:673;SC:369;DC:148;FL:56;PA:53;GA:13;TX:12;TN:11,needs_manual_review
254900JZN2V0PWFMW808,56,781,,high,CA:615;FL:56;NC:52;TX:46;TN:8;SC:1;NY:1;PA:1,needs_manual_review
254900YA1AQXNM8QVZ06,56,386,,high,CA:85;TX:59;FL:56;NY:34;GA:32;NC:29;TN:27;MA:21,needs_manual_review
549300AENO88GEUWCZ39,56,198,,high,FL:56;CA:52;TX:34;SC:25;NC:12;TN:7;NJ:6;GA:4,needs_manual_review
894500SYP6ZV71JDZH10,56,58,,high,FL:56;GA:2,needs_manual_review
549300R8VPSFM828B312,55,2148,,high,NY:1805;CA:177;FL:55;NJ:33;NC:19;PA:15;TX:13;TN:11,needs_manual_review
549300BXWU32AYWT1A56,55,845,,high,TX:257;NY:161;NJ:90;PA:86;CA:70;FL:55;GA:53;NC:28,needs_manual_review
98450058D88OE4463626,55,172,,high,CA:60;FL:55;TX:22;NC:13;NJ:12;PA:5;GA:3;SC:1,needs_manual_review
6PTKHDJ8HDUF78PFWH30,55,151,,high,FL:55;CA:35;TX:20;GA:8;NJ:7;NC:5;MA:5;NY:5,needs_manual_review
549300HJSQXR32ZGFP55,55,55,,high,FL:55,needs_manual_review
549300QVGK8WC4HQ3C28,54,647,,high,PA:185;TN:124;GA:109;NJ:99;FL:54;NC:31;SC:19;TX:12,needs_manual_review
549300AOB4S7B0DB7863,54,179,,high,FL:54;NJ:20;GA:20;CA:18;DC:17;TX:16;NC:15;NY:10,needs_manual_review
5493005DKMV1IHIM8E20,52,2453,,high,PA:1700;NJ:555;FL:52;CA:47;NC:28;GA:26;SC:18;TN:10,needs_manual_review
549300BOXNV8VLRBDT24,51,640,,high,CA:220;TX:86;NC:59;FL:51;GA:45;TN:44;NJ:36;SC:35,needs_manual_review
5493000IRWB5WYTD2P48,51,56,,high,FL:51;GA:4;TX:1,needs_manual_review
549300JSWMVSCXIPC896,51,51,,high,FL:51,needs_manual_review
S0Q3AHZRL5K6VQE35M07,50,92,,high,FL:50;TN:8;SC:8;GA:6;NC:6;TX:6;NY:5;CA:2,needs_manual_review
5493004UNRG4PWDF2K60,49,1780,,high,NJ:1476;NY:106;PA:60;FL:49;NC:25;CA:19;SC:13;MA:10,needs_manual_review
549300BM4NS8HDJT3X28,49,867,,high,NC:400;SC:180;TN:111;DC:61;FL:49;GA:46;PA:13;TX:6,needs_manual_review
549300KQHWNSVCE2MY88,49,540,,high,TX:125;TN:91;NC:65;CA:58;GA:53;FL:49;SC:32;PA:20,needs_manual_review
549300LLESTPOVRG3X73,49,409,,high,CA:88;TX:55;FL:49;NC:47;NY:40;GA:28;TN:25;MA:23,needs_manual_review
549300GCEUZLVML1J263,48,1612,,high,MA:908;PA:474;NC:74;GA:66;FL:48;TX:26;SC:11;TN:3,needs_manual_review
54930039IUN6515TBG78,47,1206,,high,GA:517;NY:292;TX:167;NJ:103;CA:52;FL:47;PA:13;SC:5,needs_manual_review
254900YPPMV9UM5FUW09,47,624,,high,NC:334;DC:91;GA:80;FL:47;TX:15;PA:15;TN:15;CA:11,needs_manual_review
549300X8AUU3UC1ULZ79,47,545,,high,TX:304;TN:107;NC:87;FL:47,needs_manual_review
549300UB5TJ0YPVPT503,46,1352,,high,CA:903;TX:215;TN:127;NC:48;FL:46;GA:9;SC:3;NJ:1,needs_manual_review
COINQMNIM6RBU631DD85,46,271,,high,TX:71;FL:46;CA:32;TN:26;NC:26;GA:18;SC:17;PA:14,needs_manual_review
549300K6K2IS7FRS7S09,46,241,,high,FL:46;TX:42;CA:31;NC:31;GA:20;SC:19;NJ:13;PA:13,needs_manual_review
549300V8CF81JGIV7038,46,201,,high,TN:104;FL:46;TX:15;SC:14;CA:12;GA:7;NC:2;PA:1,needs_manual_review
549300MUXFVZKH4XLG17,45,1551,,high,CA:677;TX:490;NC:102;GA:102;SC:93;FL:45;TN:41;PA:1,needs_manual_review
549300TB3TMP4RV5T078,45,974,,high,MA:652;TX:189;FL:45;SC:33;PA:24;NJ:15;NC:14;TN:2,needs_manual_review
549300R4F5COFJE0DN81,44,651,,high,CA:531;FL:44;TX:33;TN:14;GA:9;NC:8;NJ:5;SC:4,needs_manual_review
5493000H6DFDDJRORG89,44,501,,high,CA:208;TX:79;NJ:60;FL:44;NC:43;SC:25;TN:22;MA:16,needs_manual_review
5493007L4GYNO2PUBS09,44,486,,high,TX:156;GA:146;PA:65;FL:44;NJ:35;CA:17;NC:13;SC:6,needs_manual_review
549300LEOR2LO8J9RT29,44,252,,high,GA:208;FL:44,needs_manual_review
549300FFVDRROF85IC57,43,468,,high,TX:149;NY:106;PA:95;SC:54;FL:43;GA:12;NJ:9,needs_manual_review
254900P7WLDQD9IUL038,43,404,,high,MA:184;FL:43;GA:41;NC:32;CA:29;SC:20;TN:13;TX:12,needs_manual_review
213800KVD76WKI6PN868,43,339,,high,NC:215;FL:43;SC:39;GA:26;PA:10;DC:6,needs_manual_review
5493002N5168AC238149,42,2499,,high,NJ:2071;PA:289;FL:42;TX:26;NY:25;NC:17;SC:12;TN:9,needs_manual_review
549300HIVO8XPBPNVG69,42,254,,high,CA:131;TX:57;FL:42;PA:12;NC:5;TN:5;NJ:1;SC:1,needs_manual_review
5493003X6Y6JGJKHPA25,41,729,,high,NY:609;FL:41;NJ:25;CA:16;PA:16;NC:8;SC:5;TN:4,needs_manual_review
549300T61O0X0RJMQ375,41,293,,high,CA:55;TX:47;FL:41;NJ:39;NC:32;MA:20;TN:19;GA:16,needs_manual_review
549300MQEDQYDJR8CP22,41,268,,high,FL:41;TX:41;GA:36;TN:27;CA:24;NJ:22;NY:22;PA:20,needs_manual_review
549300SBA6BX8HZZF585,40,786,,high,CA:565;TX:100;GA:55;FL:40;MA:23;PA:2;NY:1,needs_manual_review
549300ASFUWYQO0RW077,40,277,,high,NY:51;TX:49;FL:40;NJ:31;NC:26;PA:21;SC:19;GA:17,needs_manual_review
54930015645SYPOM7220,39,465,,high,TN:258;GA:114;FL:39;CA:36;NC:18,needs_manual_review
549300WK15ESCDNJ5M35,38,2177,,high,NC:1002;NY:787;PA:214;SC:112;FL:38;NJ:12;MA:7;TN:4,needs_manual_review
984500RF83EA742B5589,38,315,,high,TX:49;TN:49;NJ:46;FL:38;CA:33;PA:28;NY:26;NC:20,needs_manual_review
549300DAUXQ2DCY4H838,37,795,,high,MA:674;NJ:68;FL:37;NC:8;PA:5;SC:3,needs_manual_review
5493009D2COWW65B8673,37,315,,high,CA:250;FL:37;TX:7;SC:4;NY:4;TN:3;PA:3;DC:2,needs_manual_review
549300LXKO1O7CSK5J52,36,947,,high,TX:675;TN:129;NC:44;SC:37;FL:36;GA:17;CA:5;PA:4,needs_manual_review
549300KP95LHU8OP0H40,36,670,,high,CA:621;FL:36;TX:13,needs_manual_review
54930077D8KXQADF5Q23,36,306,,high,TN:262;FL:36;NC:3;SC:2;PA:1;MA:1;TX:1,needs_manual_review
254900TM81D0YC1B9584,35,1161,,high,NY:576;PA:215;GA:204;NJ:60;FL:35;TX:29;NC:14;SC:12,needs_manual_review
549300CHBB3GN7JFXU86,35,430,,high,MA:394;FL:35;TX:1,needs_manual_review
549300HCNXMTNGIMAR91,34,934,,high,NY:244;NJ:232;MA:167;NC:67;GA:44;CA:41;DC:35;FL:34,needs_manual_review
2549009X2AG1P20YAJ63,34,479,,high,CA:299;NY:38;FL:34;TX:23;NJ:19;NC:13;GA:13;TN:13,needs_manual_review
254900378RFGMBEKAF12,34,315,,high,NC:109;GA:38;TX:37;FL:34;SC:33;TN:32;CA:19;PA:7,needs_manual_review
MMO6VV34TNP4Z1T8NG83,34,285,,high,NC:109;GA:68;SC:64;FL:34;TX:8;NY:1;PA:1,needs_manual_review
549300JRDGV1559XM376,34,228,,high,TX:59;TN:59;CA:45;FL:34;NC:21;GA:5;SC:3;NJ:2,needs_manual_review
254900A1LV2U6NM10498,33,337,,high,CA:235;FL:33;NC:14;PA:13;TX:13;GA:11;TN:8;NY:5,needs_manual_review
549300ZOBXG0DT4I6U54,33,278,,high,NJ:176;NY:45;FL:33;PA:16;TX:4;GA:1;NC:1;SC:1,needs_manual_review
54930020YWIK7HGH2R34,32,3141,,high,TX:2983;TN:79;NC:38;FL:32;GA:9,needs_manual_review
593C3GZG957YOJPS2Z63,32,2957,,high,CA:2576;NY:146;TN:73;NJ:35;FL:32;TX:23;MA:16;GA:14,needs_manual_review
2549004CU9LAM5CYA280,32,668,,high,NJ:315;TX:84;NC:80;PA:40;CA:40;FL:32;GA:29;SC:17,needs_manual_review
5493009XSE00M8B9R434,32,220,,high,TX:159;FL:32;SC:15;NC:10;GA:4,needs_manual_review
549300ZN5MIVRMVHJS09,31,2043,,high,GA:1932;SC:41;FL:31;TN:30;NC:8;TX:1,needs_manual_review
635400IW1QMK3FNFF894,31,976,,high,PA:652;NJ:226;FL:31;NC:22;SC:11;GA:10;DC:9;NY:5,needs_manual_review
549300YD7XJM19TH5O82,31,290,,high,CA:124;TX:42;TN:38;FL:31;NC:25;GA:16;SC:6;MA:3,needs_manual_review
QGPGHQ1ENZOOLJRFTH41,30,749,,high,PA:657;FL:30;TN:22;DC:17;SC:10;NC:5;GA:3;TX:2,needs_manual_review
5493002QRULT2T40BH09,30,317,,high,CA:186;TX:51;FL:30;TN:14;GA:10;NC:8;NJ:8;MA:3,needs_manual_review
549300I1HK1BBZLKOB84,30,275,,high,TX:111;CA:55;FL:30;NY:27;NJ:17;NC:8;GA:8;SC:6,needs_manual_review
5493005NU5BA00C1N451,30,258,,high,TN:209;FL:30;SC:6;GA:5;NC:5;TX:2;PA:1,needs_manual_review
984500P059VACEAAFA22,28,372,,high,TX:127;NC:111;CA:38;FL:28;GA:24;SC:19;TN:12;PA:10,needs_manual_review
549300OYEKEORA1GI088,27,910,,high,NC:659;TX:92;SC:80;TN:27;FL:27;GA:18;PA:4;CA:2,needs_manual_review
549300E4YLQ3BVQ4GW30,27,401,,high,NY:182;CA:134;NJ:51;FL:27;MA:3;TX:2;GA:1;TN:1,needs_manual_review
549300C4YZ9QY31U5912,27,346,,high,GA:319;FL:27,needs_manual_review
5493002JA8HUVL2CRT33,27,289,,high,NJ:87;PA:76;NC:56;FL:27;NY:19;TX:18;SC:3;GA:1,needs_manual_review
5493008VCYW25D52ZC98,26,1018,,high,NY:595;NJ:351;PA:43;FL:26;CA:3,needs_manual_review
254900AD895KKZTSFT42,26,560,,high,GA:406;SC:63;NC:58;FL:26;TN:6;CA:1,needs_manual_review
5493003GO99ZQDTH5407,26,538,,high,TX:512;FL:26,needs_manual_review
549300VVH8HHFMWL8536,25,1122,,high,TX:529;CA:513;FL:25;TN:12;SC:9;NC:9;GA:9;PA:8,needs_manual_review
549300IJO7NO6VDZPD35,25,719,,high,TX:660;FL:25;PA:19;NC:6;GA:3;SC:2;TN:2;DC:2,needs_manual_review
VNOO6EITDJ2YUEBMSZ83,25,200,,high,TX:102;CA:52;FL:25;TN:5;NC:5;SC:4;MA:3;PA:2,needs_manual_review
549300VNBQD8FDHF7563,24,3582,,high,TN:3148;NC:197;GA:154;SC:59;FL:24,needs_manual_review
549300BHPLBG0CXKTL06,24,1466,,high,PA:1409;FL:24;NC:17;CA:4;NJ:4;GA:3;SC:2;MA:1,needs_manual_review
HIDXEG9BLUJZKBGUT764,24,331,,high,DC:220;FL:24;CA:20;NC:12;MA:11;PA:10;TX:8;NJ:8,needs_manual_review
549300JEBULFT3BSU682,24,212,,high,MA:181;FL:24;NC:5;SC:2,needs_manual_review
549300EL87GZMCVX0Q34,23,646,,high,NJ:563;NY:28;FL:23;PA:16;SC:5;TX:4;MA:3;NC:3,needs_manual_review
549300WRDGBHKR1BXL98,23,236,,high,MA:146;FL:23;TX:13;NY:10;GA:10;TN:10;CA:10;NC:7,needs_manual_review
549300EFCZM6KD6B8K69,22,1055,,high,NJ:593;PA:165;TX:120;TN:32;NC:30;NY:30;FL:22;GA:20,needs_manual_review
5493006RIR31ORKYB608,22,617,,high,CA:395;TX:133;TN:28;GA:27;FL:22;NC:3;SC:2;MA:2,needs_manual_review
549300ZTT08EKQRVTR15,22,502,,high,NC:317;DC:96;FL:22;SC:20;PA:18;GA:11;TN:11;TX:3,needs_manual_review
549300CF8MP6S7MZV277,22,487,,high,DC:451;FL:22;NC:10;SC:4,needs_manual_review
549300RUKY2I2HQ2AI44,22,291,,high,NJ:146;NY:86;PA:37;FL:22,needs_manual_review
254900I68BOSEM149Q58,21,534,,high,TX:354;NC:85;CA:49;FL:21;GA:10;SC:5;NJ:5;DC:2,needs_manual_review
549300F1COXL6UBFCP55,21,498,,high,NY:448;FL:21;NJ:19;TX:5;PA:3;NC:1;MA:1,needs_manual_review
2549005Q4HZ55QX7YC64,21,496,,high,CA:249;TX:151;FL:21;NC:18;MA:14;DC:10;NJ:8;PA:7,needs_manual_review
549300SY0ZRUCS4CSY07,21,336,,high,NY:86;NJ:63;CA:40;PA:33;DC:30;GA:25;FL:21;NC:16,needs_manual_review
5493006VCMZ998IGOO33,20,1769,,high,NJ:1223;SC:362;PA:115;NC:28;FL:20;GA:14;MA:3;TX:3,needs_manual_review
549300BRR67NLTQSBT29,20,1091,,high,NY:1062;FL:20;SC:4;NC:2;NJ:1;TX:1;DC:1,needs_manual_review
549300Y7G2MW6V1OR474,20,737,,high,PA:594;NC:82;FL:20;TX:15;TN:13;SC:8;GA:4;MA:1,needs_manual_review
549300PKEQ3Q9S0IXW76,20,621,,high,NC:475;PA:58;SC:25;FL:20;CA:17;TN:10;GA:6;MA:4,needs_manual_review
549300U4FBW37LFHW771,20,464,,high,NY:258;NJ:165;FL:20;PA:6;CA:5;SC:4;TX:2;NC:2,needs_manual_review
549300S5FVOSK5DQJN30,20,310,,high,CA:224;NC:33;TX:24;FL:20;TN:5;GA:3;NJ:1,needs_manual_review
TKT6FH38184ZYBTPKS77,19,3258,,high,MA:3239;FL:19,needs_manual_review
549300ZS1TR1B4LHX377,19,862,,high,CA:774;TX:45;TN:20;FL:19;GA:2;SC:1;PA:1,needs_manual_review
254900U1OBL1MC6M6518,19,516,,high,PA:364;NJ:82;TX:19;FL:19;NC:10;SC:6;TN:5;MA:4,needs_manual_review
2549001NJY765EZWDI06,19,432,,high,NY:325;NJ:32;PA:20;MA:19;FL:19;TX:7;SC:5;NC:3,needs_manual_review
549300PXIFIEPL7D7R86,19,290,,high,TN:123;NJ:66;TX:40;FL:19;GA:13;NC:8;SC:8;NY:7,needs_manual_review
5493008SP1FN4D81IS17,19,222,,high,TX:79;CA:49;NC:30;FL:19;NJ:10;NY:8;TN:8;GA:6,needs_manual_review
549300LG7IO23TN5LR98,19,217,,high,GA:198;FL:19,needs_manual_review
549300MSU5WVAU4ZN645,18,3327,,high,PA:3102;SC:71;GA:59;NC:50;FL:18;TN:13;MA:8;NJ:3,needs_manual_review
549300IPUHFA5O769M51,18,712,,high,CA:437;DC:125;TX:87;FL:18;TN:10;NC:8;GA:7;PA:6,needs_manual_review
254900K39SBWA2QOUF69,18,308,,high,TX:276;FL:18;SC:8;TN:3;GA:2;NC:1,needs_manual_review
5493009OLY1HC3F0SB77,18,256,,high,MA:166;NY:67;FL:18;SC:3;NJ:2,needs_manual_review
549300N5GF79IZ5Y7G10,17,2297,,high,PA:1847;NJ:415;FL:17;SC:7;NY:5;NC:4;CA:2,needs_manual_review
549300IKS3MMB5YK6T18,17,1386,,high,CA:1195;NY:116;FL:17;NJ:12;GA:10;TX:9;NC:9;TN:8,needs_manual_review
254900132A3VX6LLZU43,17,1154,,high,GA:1105;FL:17;SC:15;NC:10;TN:7,needs_manual_review
2549003GSJF52BBIBW81,17,417,,high,PA:365;NJ:35;FL:17,needs_manual_review
549300QY4UCP33T94N09,17,313,,high,NY:240;PA:32;FL:17;NJ:15;SC:7;NC:1;MA:1,needs_manual_review
54930044OSTKOJMHF287,17,284,,high,DC:145;PA:37;NC:31;FL:17;SC:13;NJ:9;NY:9;TX:6,needs_manual_review
254900JH11ROOV921P96,16,1335,,high,CA:1259;TX:42;FL:16;PA:9;TN:5;GA:2;SC:1;MA:1,needs_manual_review
FU7RSW4CQQY98A2O7J66,16,1192,,high,TX:1139;FL:16;CA:12;NC:10;GA:4;SC:3;TN:2;MA:2,needs_manual_review
549300MKOZ81ZWTNKB12,16,1043,,high,NC:419;SC:220;GA:197;DC:110;PA:77;FL:16;NJ:2;TX:2,needs_manual_review
337KMNHEWWWR6B7Q7W10,16,1018,,high,CA:535;TX:385;NY:24;FL:16;TN:14;NC:12;GA:11;PA:8,needs_manual_review
549300A0SVCQJPHVGV20,16,713,,high,TX:361;TN:309;FL:16;NJ:13;GA:7;PA:4;NC:3,needs_manual_review
549300E8HNQO52YYHI82,15,2869,,high,NC:2599;SC:229;GA:19;FL:15;TN:7,needs_manual_review
549300XOOL3OJTITCV30,15,2365,,high,PA:2255;NJ:93;FL:15;SC:1;NC:1,needs_manual_review
549300NBFK4GO76FTE84,15,1582,,high,PA:1227;NY:320;FL:15;SC:12;TN:3;NC:3;NJ:2,needs_manual_review
549300PRAPL43XPYR044,15,1057,,high,CA:758;TX:212;GA:59;FL:15;NC:6;SC:3;NJ:3;DC:1,needs_manual_review
549300TCY9QY8BRDQJ12,15,753,,high,NY:546;NJ:85;TN:53;GA:16;FL:15;PA:14;NC:11;TX:6,needs_manual_review
2549008TT6UNYR7AXF54,15,677,,high,TX:487;CA:113;NC:33;FL:15;NJ:8;GA:8;TN:8;PA:3,needs_manual_review
549300FOXIQQV5UZD367,15,622,,high,NC:467;SC:130;FL:15;DC:3;TN:3;GA:2;PA:1;NJ:1,needs_manual_review
WV0OVGBTLUP1XIUJE722,14,1435,,high,MA:616;NY:564;NJ:215;PA:21;FL:14;CA:3;SC:1;DC:1,needs_manual_review
254900L0MIAM922ZEC34,14,872,,high,PA:773;NJ:82;FL:14;NC:1;SC:1;TN:1,needs_manual_review
254900RFZH9I62FGU045,14,393,,high,TX:362;FL:14;GA:7;NC:4;PA:3;TN:2;SC:1,needs_manual_review
549300JGK6WNKYXQ0821,14,375,,high,GA:324;NC:18;FL:14;SC:6;TN:6;PA:4;NY:2;TX:1,needs_manual_review
254900IRE136HFEI2562,14,254,,high,NY:188;NJ:22;CA:17;FL:14;MA:4;NC:3;PA:3;TN:2,needs_manual_review
549300DDLYW49R2HCV81,13,3345,,high,TN:2854;TX:392;NC:37;GA:21;SC:17;FL:13;CA:5;PA:3,needs_manual_review
549300YKTME1U7Z0UN20,13,3126,,high,NY:3103;FL:13;PA:6;NC:2;SC:2,needs_manual_review
254900RQX8N4HXJIDK44,13,1762,,high,CA:1607;NC:37;TN:29;GA:23;PA:19;SC:18;TX:16;FL:13,needs_manual_review
549300TQWW6MLVH6KY61,13,1678,,high,NC:1562;GA:46;SC:33;FL:13;PA:11;NJ:10;CA:2;DC:1,needs_manual_review
549300LBK5BTNFKZJD14,13,1622,,high,PA:1531;NJ:66;FL:13;SC:6;NC:3;NY:2;GA:1,needs_manual_review
549300DG3IV05V4C4E03,13,1099,,high,TX:730;TN:265;GA:86;FL:13;NC:3;SC:2,needs_manual_review
549300SYR11CYON0JE74,13,619,,high,MA:597;FL:13;SC:4;NJ:2;NC:2;PA:1,needs_manual_review
549300DW87L2IZ7ZHF47,13,438,,high,NJ:283;NY:78;PA:37;TX:17;FL:13;NC:5;GA:2;SC:2,needs_manual_review
549300R22XCNNGVXRO22,13,393,,high,PA:211;NY:117;NJ:50;FL:13;TX:1;DC:1,needs_manual_review
VN1JLT1F3FLLVN3FZG89,12,3244,,high,PA:3223;FL:12;NC:3;GA:2;TX:1;TN:1;NJ:1;SC:1,needs_manual_review
549300DMHEHNYZ2OLB41,12,2647,,high,TX:2615;FL:12;CA:6;TN:2;SC:2;GA:2;MA:2;PA:2,needs_manual_review
549300VUQ4KD10YTTM53,12,1717,,high,NY:1705;FL:12,needs_manual_review
5493007XAKU2Q6LGXD23,12,1495,,high,TX:1306;NC:135;TN:19;FL:12;SC:9;GA:7;MA:4;PA:3,needs_manual_review
5493004OB0KD7VERQW98,12,1394,,high,TX:1107;TN:219;GA:54;FL:12;NC:1;SC:1,needs_manual_review
549300ZPJVCRRFETOG85,12,538,,high,TX:525;FL:12;GA:1,needs_manual_review
549300CEHN5CVC6INV48,12,375,,high,SC:235;NC:119;FL:12;TN:3;GA:3;TX:1;NY:1;PA:1,needs_manual_review
549300NZ2IPWRMLAYZ30,12,319,,high,NY:256;MA:35;FL:12;NJ:6;SC:4;NC:3;PA:2;GA:1,needs_manual_review
5493002C1SVHOFTWF108,11,2327,,high,NY:2316;FL:11,needs_manual_review
254900ZELVKWROFNEC29,11,384,,high,PA:297;NJ:53;GA:11;FL:11;NC:6;MA:2;CA:2;TN:1,needs_manual_review
254900MQ4O1DX3N88207,11,210,,high,TN:196;FL:11;NC:2;SC:1,needs_manual_review
549300VXXDSMSH313G18,10,3877,,high,NC:3466;SC:377;GA:16;FL:10;TN:8,needs_manual_review
549300N38Q5YKSSV1106,10,1409,,high,MA:1399;FL:10,needs_manual_review
549300NWYTCEH9RSSW54,10,1197,,high,NY:1182;FL:10;NC:4;NJ:1,needs_manual_review
549300MUTFJQGRZJH019,10,549,,high,MA:530;FL:10;SC:5;NC:2;NJ:1;CA:1,needs_manual_review
2549007IU6SKFLLNKZ07,10,341,,high,CA:303;TN:14;TX:12;FL:10;NC:1;SC:1,needs_manual_review
549300BWFA5UY7H4WJ62,10,238,,high,NC:198;SC:19;FL:10;GA:4;PA:3;TN:2;DC:2,needs_manual_review
549300RC1JITZLHVLH66,10,229,,high,CA:214;FL:10;GA:2;TX:2;TN:1,needs_manual_review
5493000OM9RKJW8W5K82,9,2739,,high,CA:2287;GA:196;TN:176;SC:33;TX:18;NC:16;FL:9;PA:3,needs_manual_review
54930062IKKOJW3K8L94,9,2486,,high,PA:2241;NJ:236;FL:9,needs_manual_review
549300E1PJPTI4YS7H26,9,1818,,high,TN:1801;FL:9;GA:8,needs_manual_review
549300BTTR873E71L054,9,1442,,high,NC:752;SC:311;PA:187;TX:172;FL:9;GA:7;TN:3;NJ:1,needs_manual_review
549300RM7ARTTP3T1V93,9,748,,high,NY:735;FL:9;SC:2;NC:1;MA:1,needs_manual_review
549300LR1ZETOWYE9Z89,9,628,,high,MA:530;NY:84;FL:9;NJ:4;SC:1,needs_manual_review
549300XRXBA38J60S618,9,595,,high,CA:561;TN:10;FL:9;TX:8;NC:3;GA:3;SC:1,needs_manual_review
549300RTWPH3HXUWR160,9,252,,high,TN:238;FL:9;GA:3;NC:1;TX:1,needs_manual_review
549300ANE43ZL0O8VZ13,9,238,,high,GA:229;FL:9,needs_manual_review
5493004NH61PL6YYNH25,8,1293,,high,NJ:1180;NY:56;PA:48;FL:8;TN:1,needs_manual_review
549300SLZFPDLWNB0O94,8,1074,,high,SC:909;GA:96;NC:56;FL:8;TN:3;TX:1;CA:1,needs_manual_review
5493001CM06UK2XY3I18,8,1023,,high,PA:949;NJ:63;FL:8;SC:1;NY:1;GA:1,needs_manual_review
5493009Y8ROUG903AQ21,8,906,,high,CA:849;TX:9;NY:8;FL:8;PA:7;GA:6;MA:5;NC:5,needs_manual_review
549300IJ8KTGYPKLXK63,8,883,,high,TN:828;GA:47;FL:8,needs_manual_review
R7JQ9JTCFHXBQU4XIT26,8,719,,high,PA:628;NJ:78;FL:8;GA:2;NC:1;TX:1;TN:1,needs_manual_review
5493003B2LEGQHDWRN55,8,696,,high,MA:652;NJ:9;CA:9;FL:8;NC:8;SC:5;GA:3;PA:1,needs_manual_review
549300DT7WZ1SOTNFJ62,8,414,,high,CA:379;TX:14;FL:8;TN:3;NC:3;GA:3;PA:2;SC:1,needs_manual_review
D8RBTOL3JO2Q6IEO0F34,8,286,,high,TX:270;FL:8;TN:6;NC:1;GA:1,needs_manual_review
549300BTFTXJ72LSIY30,8,256,,high,NJ:197;PA:51;FL:8,needs_manual_review
254900VHUBSJJKOMBF27,7,3642,,high,CA:3527;TX:105;FL:7;TN:2;MA:1,needs_manual_review
549300DYB1ZT3UOGPL20,7,1347,,high,PA:1161;NJ:176;FL:7;SC:2;NC:1,needs_manual_review
54930002O9LLXKR6TF11,7,849,,high,CA:774;TX:21;GA:20;TN:12;FL:7;PA:5;NC:5;SC:3,needs_manual_review
549300F570XAWYN8Z237,7,748,,high,NY:494;CA:111;NJ:71;GA:16;PA:14;TX:13;NC:9;FL:7,needs_manual_review
254900R9A6TW85BTVS20,7,367,,high,CA:179;TX:87;SC:53;NC:41;FL:7,needs_manual_review
549300FKW6LAHX0L9161,7,361,,high,GA:354;FL:7,needs_manual_review
549300ELFWNRX6MLE444,7,301,,high,GA:294;FL:7,needs_manual_review
549300YM15OICCNPH537,7,248,,high,NJ:171;NY:45;PA:12;FL:7;NC:4;GA:4;SC:3;TN:2,needs_manual_review
DZC62HF6UIZYJ08V1J90,6,4550,,high,PA:3211;NJ:1233;DC:70;NC:24;FL:6;SC:4;NY:1;TN:1,needs_manual_review
LVR1UQE8OOCO93IHEB52,6,3442,,high,PA:2412;NY:1021;FL:6;TN:2;GA:1,needs_manual_review
MCXHCL35UUWDZK7NCQ61,6,2469,,high,PA:2442;NJ:15;FL:6;SC:2;GA:2;MA:1;TN:1,needs_manual_review
549300ZGZ9WQMJLEPH17,6,1766,,high,NY:1691;NJ:61;PA:8;FL:6,needs_manual_review
549300ZGTXNHL5BKQZ27,6,1765,,high,TX:1708;TN:32;CA:8;FL:6;GA:4;NC:4;SC:3,needs_manual_review
549300PP6R8WIOP60124,6,1330,,high,SC:1030;NC:154;GA:138;FL:6;TX:2,needs_manual_review
549300H8H31LPYGJEW50,6,1200,,high,MA:1194;FL:6,needs_manual_review
5493006KQF5UKZ3Y9N07,6,1107,,high,TX:1094;FL:6;GA:3;TN:2;SC:1;NJ:1,needs_manual_review
549300JOD3S8ZGZLHP53,6,949,,high,CA:933;TX:8;FL:6;NC:2,needs_manual_review
549300QURAICH2YGJV94,6,819,,high,TX:812;FL:6;TN:1,needs_manual_review
5493002PR22PLR6S8J02,6,761,,high,PA:743;NJ:9;FL:6;NC:2;NY:1,needs_manual_review
254900BBEPZS8MDE1S61,6,458,,high,CA:444;FL:6;TX:5;MA:1;NC:1;TN:1,needs_manual_review
5493005ZSV53K4M63M18,6,439,,high,NY:351;PA:61;NJ:15;FL:6;NC:3;SC:2;CA:1,needs_manual_review
549300FNQXUCMCVLKL76,6,379,,high,NJ:325;PA:27;NY:20;FL:6;MA:1,needs_manual_review
254900U2ZPLWQTSD3158,6,297,,high,TN:285;FL:6;NC:3;GA:3,needs_manual_review
